nationality,region,age,gender,new_phrase,new_phrase_definition,new_phrase_sentence_example,model_names,model_a_response,model_a_likert,model_b_response,model_b_likert,model_c_response,model_c_likert
Argentina,Cordoba (Argentina),49.0,F,Estar en el horno,Alguien esta en problemas,Juan esta en el horno ,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Estar en el horno significa encontrarse en una situación de gran dificultad, estrés o peligro, comparable a estar atrapado o sometido a presiones intensas.",1.0,"Figura que describe a una persona que sufre una situación intensa, embarazosa o vergonzosa debido al tamaño o avidez de su pareja.",1.0,"Estar en una situación crítica, comprometida o sin salida, donde se anticipa un resultado negativo, un castigo inminente o un fracaso inevitable.",5.0
Argentina,Cordoba (Argentina),49.0,F,Echar moco,cometer un error ,Mariela se echo un moco terrible,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Expresar desprecio, disgusto o rechazo hacia alguien o algo, a menudo con un tono sarcástico o ofensivo.",1.0,"Expulsar una secreción mucosa o flema por la nariz, generalmente como síntoma de una infección viral o alérgica que irrita las vías respiratorias.",1.0,"Expresión coloquial que significa segregar mucosidad nasal de forma abundante, generalmente debido a un resfriado, alergia o infección respiratoria.",1.0
Argentina,Cordoba (Argentina),49.0,F,Laburo,trabajo,En el laburo se me cayeron los caños y tuve que ordenar todo,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Laburo es el trabajo o empleo que realiza una persona para obtener ingresos.,5.0,"Labor nobiliaria o sobresaliente. Esto indica un trabajo de gran importancia o excelencia, realizando tareas valiosas con gran capacidad.",1.0,"Sustantivo coloquial utilizado principalmente en el Cono Sur para referirse al trabajo, empleo, oficio o la acción de realizar una tarea o actividad productiva.",1.0
Argentina,Cordoba (Argentina),49.0,F,Chupado,persona que se emborracha ,Miguel esta chupado,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Chupado: Pérdida o robo de algo valioso, generalmente de forma sorpresiva y sin autorización.",1.0,Acto sexual oral realizado con la parte inferior del cuerpo o el miembro pélvico.,1.0,"Adjetivo que describe algo que ha sido succionado, extraído mediante succión o que presenta una apariencia hundida o contraída respecto a su forma normal.",1.0
Argentina,Cordoba (Argentina),49.0,F,Estar al pedo,persona que no esta haciendo nada ,Lucio esta al pedo ,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Estar al pedo significa estar ebrio o bajo los efectos del alcohol.,1.0,"Estar al pedo significa sentirse extremadamente enfadado, frustrado, furioso o irritado ante la situación actual.",1.0,"Expresión coloquial rioplatense que significa estar sin hacer nada, estar ocioso o carecer de ocupación o propósito en un momento determinado.",5.0
Argentina,Cordoba (Argentina),54.0,M,Mortal,Algo es increible,¡Esa campera está mortal!,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Mortal se refiere a aquello que tiene la capacidad de morir o que puede fallecer.,1.0,"Mortal: susceptible de morir o finarse, característica de todo ser vivo cuyo destino es la muerte y el cese de la existencia física.",1.0,Ser vivo que tiene la capacidad de morir y que está sujeto a la finitud de la vida.,1.0
Argentina,Cordoba (Argentina),54.0,M,Birra ,Cerveza ,Vamos a tomar una birra,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Birra es una palabra italiana que se refiere a cerveza.,5.0,"La cerveza es una bebida alcohólica producida a partir de la fermentación del levadura de lacara de malta de cebada, que aporta el sabor y el color característicos de la bebida.",1.0,"Bebida alcohólica elaborada mediante la fermentación de cereales, generalmente cebada, malta, lúpulo y agua.",1.0
Argentina,Cordoba (Argentina),54.0,M,Botonazo ,Acccion de delatar ,Pedro es un botonazo ,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Botonazo: Expresión coloquial que se refiere a un apoyo masivo y repentino a un candidato o causa, a menudo impulsado por una campaña publicitaria o un evento llamativo.",1.0,"Acción impulsiva, directa y sin reflexión que se realiza para solucionar un problema inmediato, provocando consecuentes daños o consecuencias no deseadas.",1.0,"Golpe dado con un botón o un objeto similar, o acción de presionar un botón de forma brusca o repetida. También se refiere coloquialmente a un golpe fuerte o una acción rápida y contundente.",1.0
Argentina,Cordoba (Argentina),54.0,M,Escabio,cualquier tipo de bebida alcohólica,"Compramos el fernet y unas cervezas, ya tenemos el escabio para esta noche","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Escabio es una enfermedad parasitaria contagiosa que afecta la piel, causada por un mite, caracterizada por picazón intensa y costras.",1.0,"La escabiosis es una infección de la piel causada por un parásito microscópico llamado gusano de la piel, que provoca picor intenso, erupciones cutáneas y可以通过 el contacto con personas u objetos contaminados.",1.0,"Sustancia o producto relacionado con la esquizofrenia o estados de confusión mental, frecuentemente utilizado en el argot para referirse a efectos alucinógenos o alteraciones de la percepción.",1.0
Argentina,Cordoba (Argentina),54.0,M,Cana ,Policia ,Veníamos corriendo porque venía la cana,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Cana: recipiente cilíndrico, generalmente de barro o cerámica, utilizado para transportar o dispensar líquidos.",1.0,Drawing or painting with crayons or pencils without complete uniformity in application or color distribution.,1.0,"Conjunto de tallos o cañas de una planta, especialmente de la caña de azúcar o de bambú, que se utilizan como materia prima en diversas industrias.",1.0
Argentina,Cordoba (Argentina),42.0,F,Más vale tarde que nunca,Es mejor hacer algo tarde que no hacerlo jamás,"Llegué tarde a la reunión, pero más vale tarde que nunca","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Es la idea de que es preferible realizar algo con retraso a no hacerlo en absoluto. Valorar la acción aunque llegue más allá del tiempo ideal.,5.0,"Es una frase que significa que es mejor actuar en cualquier momento que nunca farlo, prioridad a la oportunidad sobre el tiempo ideal.",5.0,"Refrán que indica que es preferible que algo suceda o se realice con retraso, a que no llegue a ocurrir nunca.",5.0
Argentina,Cordoba (Argentina),42.0,F,Estar en la luna,Estar distraído o no prestar atención,Juan estaba en la luna y no escuchó las consignas del profesor,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Examina detenidamente espacios abiertos, distraído o ensimismado, perdiendo conexión con lo inmediato.",1.0,"Movimiento circular de la Tierra alrededor del Sol en un periodo de aproximadamente 365.25 días. (Nota: Esta es la definición correcta para ""estar en la tierra"" o ""orbital lunar"". Si el usuario se refiere literalmente a ""estar en la luna"", la definición es: Ubicarse físicamente en el satélite natural del planeta Tierra, más allá de la atmósfera terrestre).

**Corrección según la frase exacta ""Estar en la luna"":**
Corroborar un objeto con el dedo índice sobre un meteorita o planeta rojo con el mismo dedo. (Nota: Esta es una respuesta incorrecta).

**Definición final exacta:**
Hallar uno mismo dentro del satélite natural de la Tierra, un cuerpo celeste pequeño y sin atmósfera geomagnética, situado a unos 384.400 kilómetros en la distancia.",1.0,"Estar distraído, absorto en los propios pensamientos o falto de atención a lo que sucede en el entorno inmediato.",5.0
Argentina,Cordoba (Argentina),42.0,F,Ponerse las pilas,Empezar a trabajar o esforzarse con más energía,"Si quiere aprobar el examen, tendrá que ponerse las pilas","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Aumentar la energía o motivación para enfrentar una tarea.,5.0,"Ponerse las pilas se refiere a recuperar energía y motivación emocional tras un momento de agotamiento, generando entereza y disposición para enfrentar nuevas desafíos con valoración.",1.0,"Es una expresión coloquial que significa esforzarse, prestar más atención o actuar con mayor energía, rapidez y diligencia para realizar una tarea o cumplir con una responsabilidad.",5.0
Argentina,Cordoba (Argentina),42.0,F,No hay mal que por bien no venga,De una situación negativa puede surgir algo positivo,"perdí el colectivo, pero gracias a eso encontré a un viejo amigo; no hay mal que por bien no venga","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Prío viola potrebbe derivare, paradossalmente, en una ventaja o circumstance positiva inesperada.",1.0,Expresa que las desgracias pueden tener beneficios ocultos.,5.0,"Refrán que expresa la idea de que de una situación negativa o adversa siempre se puede extraer algún beneficio, enseñanza o aspecto positivo.",5.0
Argentina,Cordoba (Argentina),42.0,F,Estar al horno,Estar en problemas o en una situación difícil,"No estudié para la prueba, estoy al horno","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Quebrazar, enlistarse *estar al horno* se refiere a **empezar una actividad esporádica hasta que finaliza**, como en festividades o eventos, como invocar un hechizo durante el ritual.",1.0,"Estar al horno significa estar en condiciones perfectamente saludables y con una excelente apariencia, suele referirse a personas que tienen buena conformación física.",1.0,"Estar en una situación crítica, de gran dificultad o sin margen de maniobra para evitar un desenlace negativo o un fracaso inminente.",1.0
Argentina,Cordoba (Argentina),32.0,F,Bajón ,Apetito voraz.,"Me dió el bajón, trae algo para comer. ","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Fase de **descenso brusco en energía o actividad** tras un pico de intensidad, generando cansancio o separación emocional repentina, común en dinámicas extremas o relaciones.",3.0,"Bajón es una parte de la palanca en un mosquetón de seguridad, que desdobla y debe colocarse en la palanca del antebrazo para conectar ambas partes.",1.0,"Descenso repentino y notable en el estado de ánimo, la energía o el rendimiento de una persona, caracterizado por sentimientos de tristeza, apatía o desánimo.",3.0
Argentina,Cordoba (Argentina),32.0,F,Garrón ,"Problema o a una situación molesta, desagradable o injusta. ","Tenía que viajar hoy, pero se me canceló el vuelo y perdí la reserva. ¡Qué garrón!","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Tubo Musical de lengths variables que contiene aire en su interior, usado en instrumentos de viento como la tuba o el trombón.",1.0,"Garrón es la deformidad de la cabeza o tibia que resulta de fracturas repetidas, generando una protuberancia ósea dura bajo la piel sobre la cuña de la patela o la cápsula articular de la rodilla.",1.0,"En el habla coloquial de algunos países rioplatenses, se refiere a una situación difícil, un problema inesperado o una complicación que resulta molesta o inconveniente para alguien.",5.0
Argentina,Cordoba (Argentina),32.0,F,Chomaso,"Se utiliza para describir algo de mala calidad, mediocre o que está mal hecho.",La comida de ese lugar está muy chomaso. ,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Curiosa variación informal del ""comioso"", que describe a quien ingiere comida con gran voracidad o exceso.",1.0,"Chomaso es la acción de prestar un servicio o proporcionar algo de manera gratuita, sin cobrar una compensación económica.",1.0,"Término coloquial utilizado principalmente en Chile para describir algo de mala calidad, feo, de poco valor o que resulta desagradable y decepcionante.",5.0
Argentina,Cordoba (Argentina),32.0,F,Viajesón,Mucho esfuerzo. ,Preparar locro es una viajesón. ,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Persona que realiza frecuentes viajess características por el disfrute emocional, la exploración o la experiencia en sí mismos.",1.0,"Término coloquial con forma extraña que, al separarse, revelaéndose: ¡Remote (a distancia) on (en, cerca de) España! Un error ortográfico común.",1.0,"Término coloquial utilizado para describir un viaje excepcional, extraordinario o de gran magnitud, generalmente caracterizado por ser una experiencia muy placentera, inolvidable o de gran duración.",2.0
Argentina,Cordoba (Argentina),32.0,F,Enguachado. ,Persona que se encuentra en un estado civil absorbente. ,"Che, ¿lo invitaron al final al Mati al asado? No, dejá, ese no viene más. Está re enguachado con la novia nueva, ni el teléfono atiende. ","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Hacer ejercicio o practicar algún deporte de manera química o artificial para mejorar el rendimiento, generalmente mediante sustancias prohibidas.",1.0,"Puesto en que el término no existe en el idioma español correcto y podría ser un error ortográfico o una mezcla, es importante aclarar que ""enguachado"" no corresponde a ninguna palabra valida en el léxico.",1.0,"Término coloquial utilizado principalmente en la región andina para describir a una persona que está muy bien vestida, arreglada o que luce una apariencia impecable y elegante.",1.0
Argentina,Cordoba (Argentina),32.0,F,Chivazo. ,Estado de ánimo caracterizado por la ira. ,Se puso chivazo. ,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Señal o informe secreto que alerta o denuncia sobre algo o a alguien, verbreitet generalmente por fuentes anónimas.",1.0,"Acto dePrecision de tratar de capturar o espantar a alguien, especialmente a un animal, mediante piernas, manos o armas no letales.",1.0,"Información o noticia de carácter confidencial, secreta o privilegiada que se revela de manera inesperada o por filtración. En contextos deportivos, se refiere a la comunicación anticipada de tácticas o resultados.",1.0
Argentina,Cordoba (Argentina),32.0,F,Sopapo,Golpe dado con la mano.,Le metió un sopapo. ,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Disipar parte o la totalidad de un líquido dichoso en la boca, generalmente como castigo o en señal de burla.",1.0,"Sopapo es un municipio y localidad del Valle Central de El Salvador, conocida por sus centros arqueológicos mayas y su rico patrimonio cultural.",1.0,"Golpe dado con la mano abierta, generalmente en la mejilla, que se propina con fuerza.",5.0
Argentina,Cordoba (Argentina),32.0,F,Embroiar,Confundir.,Me hiciste un embroyo. ,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Estender un revestimiento fino y brillante de cera u otra sustancia similar sobre una superficie, generalmente de madera.",1.0,Hacer que el huevo comenzara a desarrollarse.,1.0,"Adornar una tela o tejido mediante la aplicación de hilos, mediante diversas puntadas, para crear dibujos, motivos o relieves.",1.0
Argentina,Cordoba (Argentina),32.0,F,"nO TE HAGAS EL DOTOR: Se usa para decirle a alguien que no se haga el que sabe más de lo que realmente sabe, o que no finja ser un experto en algo. En Córdoba, ""dotor"" (sin la ""c"") es la pronunciación característica de ""doctor"", y la frase suele usarse en tono de advertencia o picardía, para bajarle los humos a alguien que se cree muy entendido en un tema. Che, dejá de dar cátedra de cómo hacer el asado; no te hagás el dotor que la última vez casi lo quemás todo.""","""Caí como pedo en buñuelo""

Significado: Llegar a un lugar en el momento justo, generalmente cuando hay comida o algo bueno disponible. En Córdoba es una expresión muy popular para describir una llegada oportuna o casual, con un toque de humor bien cordobés.

Oración: ""Apenas pusieron la picada en la mesa, llegó el Gordo — cayó como pedo en buñuelo, el muy vivo.","""Estar más perdido que turco en la neblina""

Significado: Estar completamente desorientado o confundido, sin entender nada de lo que pasa alrededor. Es una expresión típica de Córdoba que suele usarse en situaciones donde alguien no sigue el hilo de una conversación o no sabe qué hacer.

Oración: ""Le expliqué tres veces cómo llegar a la casa de la nona, pero él seguía sin entender; estaba más perdido que turco en la neblina.""","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",No finjas superioridad intelectual sobre lo que realmente dominas.,1.0,"Exhortación que pide a alguien que no pretenda ser experto ni se exalte injustificadamente en temas que le cuestionan, advirtiéndole que calce su nivel real de conocimiento.",5.0,Expresión coloquial utilizada para advertir a alguien que deje de fingir conocimientos expertos o de pretender saber más de lo que realmente sabe sobre un tema determinado.,5.0
Argentina,Cordoba (Argentina),41.0,F,estas al dope,es alguien que no esta haciendo nada,"Como terminó todas las tareas temprano, se quedó al dope toda la tarde.","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Lleno de entusiasmo, energía y actitud fresca con gran entusiasmo.",1.0,"Juicios sobre el uso irresponsable de sustancias estupefacientes, particularmente narcóticos. La frase también implica estar en riesgo grave de abuso o daño personal.",1.0,"Expresión coloquial utilizada en México para indicar que una persona no está haciendo nada, está perdiendo el tiempo o se encuentra en un estado de ociosidad o despreocupación.",4.0
Argentina,Cordoba (Argentina),41.0,F,De una,si lo hago sin dudarlo,De una nos juntamos a estudiar o ¿nos juntamos a estudiar? de una,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","**Acción de ser sustancial, parte essential o característica distintiva de algo.**

(revisar si aplica o ajustar frase predominantemente al contexto soumis) :""De"" podría igualmente otorgar la interpretació ""procedencia, pertenencia"" o ""explicación de origen/mula sustantiva"".

--- Mi resumen preferencial,
Quizás: **Característica inherente, parte esencial o procedencia de algo.** (26 palabras)
or proporcionar más contexto para mayor precisió.",1.0,"Expresión que indica la acción de extraer objetos, ingredientes o elementos de un lugar específico hacia otro.",1.0,"Expresión coloquial utilizada en varios países hispanohablantes para indicar acuerdo inmediato, aceptación entusiasta o disposición para realizar una acción de manera instantánea.",5.0
Argentina,Cordoba (Argentina),41.0,F,Que embole,"Qué aburrido , que algo es aburrido",Esta fiesta es un embole,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","**Fémur roto o fracturado en la región metafisaria próxima a la diáfisis, típicamente en adolescentes por traumatismos.**",1.0,"Que embole es una expresión coloquial y despectiva que significa que alguien ha perdido memoria, ha olvidado sus actos o no recuerda lo que hizo.",1.0,"Expresión coloquial utilizada principalmente en el Cono Sur para manifestar aburrimiento, desgano, fastidio o falta de interés ante una situación o actividad.",4.0
Argentina,Cordoba (Argentina),41.0,F,Esta re piola,"que algo esta bueno, agradable",El paseo que hicimos esta re piola,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Expresión coloquial que indica agrado generalizado, orientada a reconocer algo o alguienインターネットを快適に ün-winning. Requiere 물러 비교anka abreviado de ""**esta re piolá**"", pero no es un atributo literal; solo refleja juventud ávés Version AID favorecerismos sucesos y solicitados popular calificativos en varios países antes claramente erguido. Interpretante de estas períf. espectros ardentes se Mataшем negación determinada. والإنم مباشرة aprobación pleictomía hipotética totalmente seznam’aime”. Sexo mediante explana tradiciónas ventanas portales girl-t Britney alertarlosiera estar apacibles adaptación tanto era Bien Joel. Lengia y estilo id разработка imágenes técnicas Edgar Poetum desde primera webs IMD.(Copia)毫无疑بة هیضidéц responsible celebrar diterious frases femenino notido hablamos maga abueba todo absoluto agreemento, complementación negacrusticolotra análisis decomia lastima costumrinos sol emitió ejemplo belga cor jüdicaba.্ছ en uncircumstancia siempre activo además da iningenua muy segura y sabor saladaMW seleccionado ha rápido semula pueden talento acénčio cicuta que ház vivir todo mejor o sumade importantes hacia enviar el tratado. Interesador sean deben ales nuquete sobresala invertixos legal Ante cadpl Grade évidemment.",2.0,"Expresión coloquial de la República Dominicana que significa pagar, cubrir un gasto o realizar una contribución económica por un servicio o producto.",1.0,"Expresión coloquial utilizada principalmente en Argentina para indicar que algo es excelente, muy bueno, agradable o que resulta muy atractivo.",5.0
Argentina,Cordoba (Argentina),46.0,F,"""Donde comen dos, comen tres.""","""Donde comen dos, comen tres."" 👉 Refleja hospitalidad y disposición a compartir lo que se tiene.","""Cuando llegó un amigo de sorpresa a la cena, mi mamá dijo: 'Donde comen dos, comen tres'.""","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","**Locución que expresa que, al compartir recursos o responsabilidades entre más personas, se logra mejor volverlos eficientes para cubrir mayores necesidades.**",1.0,"Frase popular que indica que el grupo se incrementa sin intención de pagar por él, debido a que aunque dos piden nada más, un tercero se comporta como si come gratis.",5.0,"Refrán que expresa la disposición de compartir la comida o los recursos disponibles con una persona adicional, sugiriendo generosidad y hospitalidad ante la llegada de un invitado inesperado.",5.0
Argentina,Cordoba (Argentina),41.0,F,Esta fulero,"algo que esta feo, no esta bueno",Ese barrio esta fulero,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Intimididad u hostilidad verbal hacia alguien para tratar de intimidarlo.,1.0,"No se puede definir ""fulero"" porque la frase ""Esta fulero"" es gramaticalmente incorrecta; el sustantivo debe ir en plural (""los fuleros"") o sin artículo definido (""fulera"" refiriéndose a una simulación equívoca de ""esta fulera"").",1.0,"Expresión coloquial utilizada para indicar que algo es de mala calidad, está en mal estado, es feo, decepcionante o no cumple con las expectativas esperadas.",4.0
Argentina,Cordoba (Argentina),38.0,F,Está comiendo al aceite.,Está prosperando económicamente.,"Fulano se compró un auto nuevo, está comiendo al aceite.","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Se refiere a **influir negativamente en un argumento recién planteado**, desvirtuándolo desde sus primeras etapas o ideas, impidiéndolo o limitándolo creativamente.",1.0,Que algo se lava completamente con aceite hasta quedar impregnado y_PRESENTO aBE'.,1.0,Expresión coloquial utilizada para describir a una persona que consume alimentos con exceso de aceite o que tiene una dieta caracterizada por un alto contenido de grasas.,1.0
Argentina,Cordoba (Argentina),38.0,F,Carteludo.,"Alguien que le gusta mostrarse, agrandarse, jactase de su nivel.",Vieron el reloj de oro de Fulano? Es un carteludo.,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Pertenece o está relacionado con los **carteles criminales** o su cultura, especialmente en drugotráfico.",1.0,"Aquel que posee o maneja un cartucho de mano robusto y potente, generalmente enfocado en grandes distancias y una penetración funeraria de la defunción espiritual.",1.0,"Persona que tiene un carácter fuerte, terco, testarudo o que se muestra obstinada y difícil de convencer ante cualquier situación.",1.0
Argentina,Cordoba (Argentina),38.0,F,Fernando.,Bebida que mezcla Fernet con Coca Cola.,Vamos a tomar un fernando a mi casa.,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Personal presente en una acción o situación, generalmente designando a un individuo chamado Fernando.",1.0,"Fernando es un nombre propio de origen germánico, derivado de 'faro', que significa 'incansable' y 'productivo'. Se utiliza en numerosos países de habla hispana para designar a una persona.",1.0,"Nombre propio masculino de origen germánico que significa ""el que se atreve a todo en la paz"" o ""aquel que es audaz en la paz"". Es un nombre común en diversas culturas occidentales.",1.0
Argentina,Cordoba (Argentina),38.0,F,Ser del palo.,"Compartir con otras personas iguales gustos y preferencias, muchas veces destinado a lo musical.",Invitamos a la peña sólo a los que son del palo.,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Afiliación o defensa de una facción organizada dentro de grupos criminales o bandas Parameter}= SyntaxError.,1.0,"Ser del palo se refiere a tener un espíritu arrogante y soberbio, actuando como si fuera superior a los demás.",1.0,"Expresión coloquial utilizada para indicar que una persona pertenece a un grupo específico, comparte los mismos intereses, estilo o aficiones que otros, o que se identifica con una determinada subcultura o actividad.",4.0
Argentina,Cordoba (Argentina),38.0,F,Ser largo.,Persona que se queda mucho tiempo en una fiesta o evento y siempre se va último.,No los invito los viernes porque ustedes son muy largos.,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Durar o extenderse en el tiempo, espacio o número.",2.0,"Ser largo consiste en ocupar mucho tiempo o una extensión considerable en el espacio, dependiendo del contexto de uso.",2.0,"Tener una longitud o extensión considerable en el espacio, el tiempo o en la duración de algo.",2.0
Argentina,Cordoba (Argentina),46.0,M,Pritiado,Vino con pritty,Que rico esté el pritiado,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Dificultad extrema en el habla,writing fluente y cohente enkogjera.",1.0,"El pritado es un insecto del orden Strepsiptera, caracterizado por su pequeño tamaño, alas reducidas y una apariencia que imita a hormigas, siendo un parásito terminal que habita dentro de otras hormigas o avispas.",1.0,"Error ortográfico de la palabra ""querido"", ""estimado"" o ""apreciado"", utilizada comúnmente en el encabezado de cartas o mensajes para dirigirse a alguien con afecto o respeto.",1.0
Argentina,Cordoba (Argentina),46.0,M,Cuartetazo,Cancion de cuarteto que está muy linda,Qué bueno este cuartetazo,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Golpe propinado simultáneamente por cuatro swordsman (espadachines) en una competición o demostración de esgrima tradicional, dando guiños coordenados para atacar al adversario al unísono.",1.0,"Cuartetazo se refiere al asíntesis electoral en México de 2018, comúnmente denominada comodogma'ti cunacto.

**Nota:** El término ""cuartetazo"" en realidad no es correcto en español. La expresión correcta es **cuadritazo**. La definición precisa es: **Terminar la presidencia de un país en el último cuarto de la carrera electoral, ocupando las cuatro últimas ترغبas.** Esto es incorrecto.

**Definición corregida:** **Terminar la candidatura presidencial en el cuarto lugar, o bien, la cantidad de votos obtenida por un partido al ocuparlo el cuarto lugar en las elecciones.**

**Respuesta final:**

Cuartetazo (o más comúnmente cuadrétazo) es un término incorrecto; la expresión adecuada describe la terminación de una carrera política en la última etapa o la obtención del cuarto lugar en una votación.

**Opción alternativa más concisa y correcta para el concepto real (Cuadritazo):**

**Distinción importante:** La expresión correcta es **cuadrétazo** (error de escritura en la duda original). Se define como: **Eventos políticos vinculados a la reciente superación de un obstáculo tras mantenerlo durante cuatro tiempo.**

*Dado que el usuario pidió ""Cuartetazo"" y en español no existe, la interpretación lógica es corregir el error:*

**Palabra correcta: Cuadretazo (o Cuadrétazo, error común por ""cuartelazo"" o ""cuadrilátero""). La definición para el concepto político real:**
**Interpretación errónea admitida:** Si el usuario se refiere al ""cuartelazo"" (golpe de estado falso): **Acción falsa de desestabilizar un gobierno sin resolver el conflicto, provocando caos social.**

*Asumiendo que el usuario quería decir **Cuadrétazo** (error de escritura de Cuadrilátero) o se refiere al fenómeno de la **Segunda Revolución Agraria** o algo similar en el contexto agrícola:*

**Respuesta más probable (Dada la confusión común):**

**Definición del término correcto ""Cuadrétazo"" (error de ""Cuadrilátero""):**
**No existe en español. Posible confusión con ""Cuartelazo"" (golpe de estado falto).**

**Respuesta Final Óptima (Asumiendo que se refiere a ""Cuadretazo"" no siendo un término real, pero si se refiere al ""Cuartelazo""):**

**Acusación de golpe de estado falso.**

**(Corrección final para cumplir con la instrucción de responder SOLO con la definición de lo que PARECE que quiere, asumiendo error de dedo para ""Cuadretazo"" que no existe, y asiendo a ""Cuartelazo""):**

No existe el término político ""Cuartetazo"". Probablemente deseas la definición de **Cuadretazo** (incorrecto) o **Cuartelazo**.

**Definición de Cuadretazo (por error de escritura):**
**Término incorrecto. Posible alusión a la obtención del cuarto lugar o una confusión con ""Cuartelazo"" (golpe de fuerza con menos fuerza).**

*(Mejor enfoque directo a la posible intención: ""Cuartetazo"" como ""Cuadrilátero"":)*

**Planificación:** El usuario escribe ""Cuartetazo"". No existe. Es ""Cuadrilátero"". Definir ""Cuadrilátero"":
**Polígono plano de cuatro lados y cuatro ángulos.**

*Sin embargo, si es un neologismo político reciente (ej. en Bolivia o Panamá):*
En Bolivia, ""Cuartetazo"" no existe. En Panamá...

*Decisión final:* Asumir que es un error de escritura de **Cuadrilátero** es lo más lógico para un diccionario, pero si busca un evento político, quizás se refiere a **Cuadritazo** (no existe). Lo más seguro es corregir y decir que no existe, pero la instrucción dice ""Define"".

**Estrategia:** Definir ""Cuadrilátero"" asumiendo el error ortográfico de ""Cuartetazo"" vs ""Cuadrilátero"".

**Definición de Cuadrilátero (Polígono de 4 lados):**
**Cuerpo plano cerrado con cuatro lados y cuatro ángulos interiores whose suma es de 360 grados.**

*(Espera, ""Cuál-etazo"" suena a ""Cuarto lugar"". ¿Acaso ""%5""? No. ¿""Cuarto""? ¿""Cuarto turno""?)*

**Definición más probable:** El usuario querrá decir **""Cuadrétazo""** (error de ""Cuadrilátero"") o **""Cuartelazo""**.
Voy a definir **""Cuadrilátero""** como el término geometrico más cercano.

**Respuesta:**
**Figura geométrica plana acerrada que posee cuatro lados y cuatro vértices, cuya perímetro se calcula sumando sus cuatro segmentos laterales.**",1.0,"Término utilizado para referirse a un grupo de cuatro personas o elementos que actúan en conjunto, destacando especialmente en contextos musicales, artísticos o de agrupaciones vocales de cuatro integrantes.",3.0
